Country,Latitude,Longitude
ATG,17.1167,-61.7833
ATG,17.1333,-61.7833
ARE,25.3330,55.5170
ARE,25.2550,55.3640
ARE,24.4330,54.6510
ARE,24.2620,55.6090
AUS,-35.0167,138.7500
AUS,-33.6833,144.0667
AUS,-35.1167,138.8667
AFG,35.3170,69.0170
AUS,-36.3667,145.1333
AUS,-33.2167,144.0167
AFG,34.2100,62.2280
AUS,-35.0000,138.6333
AUS,-36.6837,145.5103
BRA,-22.1500,-44.0900
AUS,-34.5333,142.4167
AUS,-36.6436,145.4197
CAN,49.0667,-123.0833
AUS,-35.2000,138.9833
AFG,34.5660,69.2120
CAN,43.2000,-80.7833
AUS,-36.3989,145.3448
AUS,-32.1698,144.2007
AUS,-36.6146,145.2143
AFG,31.5000,65.8500
IND,16.5800,81.4500
CAN,43.1333,-80.7667
AUS,-35.2500,138.7667
AUS,-36.6500,145.2000
AUS,-34.3833,143.8833
AUS,-36.7833,145.1667
DZA,36.7167,3.2500
IND,16.5000,81.3300
AUS,-35.6167,138.0833
AUS,-32.5187,146.2819
MEX,16.7700,-92.9000
AUS,-36.9422,143.4711
AUS,-32.4167,145.9833
AUS,-35.6167,138.0833
IND,16.6700,81.8000
AUS,-36.2000,146.2000
MEX,16.4200,-92.4200
AUS,-35.0833,138.6167
AUS,-32.6333,145.9167
AUS,-36.5340,144.2080
CAN,49.0833,-122.9167
AUS,-36.5000,144.6000
CAN,43.6500,-80.4167
AUS,-35.4167,138.7167
AUS,-32.7167,146.3333
AUS,-36.5915,145.0162
AUS,-34.2167,144.4500
IND,16.4000,81.6200
AUS,-36.3783,145.4192
AUS,-36.4000,145.5000
MEX,16.3200,-91.9700
CAN,49.0000,-123.0833
AUS,-35.4000,138.6000
AUS,-36.4436,144.9828
IND,16.7500,81.5800
AUS,-36.7729,143.8338
MEX,16.3300,-91.7700
AUS,-34.8833,138.9667
IND,16.5800,81.8700
AUS,-35.0167,138.5667
CAN,43.9000,-80.8000
MEX,16.7700,-91.6000
AUS,-34.2431,142.9949
IND,16.6700,81.5800
MEX,16.6200,-91.6800
CAN,49.1167,-122.9167
AUS,-34.8333,139.0500
BRA,-22.2400,-44.2600
CAN,42.9833,-81.0833
IND,16.4800,81.8200
AUS,-33.9454,143.0527
MEX,17.3000,-92.3200
MEX,16.7300,-92.0300
SWE,59.6000,13.9500
AUS,-35.3667,138.8333
AUS,-33.5667,144.6667
BRA,-22.3000,-44.3100
MEX,28.8000,-107.2500
CAN,43.5833,-80.9000
CAN,49.0167,-123.1000
IND,16.6300,81.4200
AUS,-35.4833,138.3833
MEX,29.8500,-107.4800
BRA,-22.2700,-44.3900
AUS,-32.2000,144.7000
IND,16.9200,81.7000
MEX,28.5200,-108.5200
CAN,43.6333,-80.0333
CAN,49.0167,-123.1000
MEX,27.1300,-104.9300
AUS,-35.4012,138.4262
SWE,59.6000,17.6300
DZA,30.5667,2.8667
IND,15.9000,80.4700
AUS,-33.3833,144.6333
AUS,-35.0000,138.7167
MEX,29.5700,-104.4200
CAN,49.1833,-122.0667
MEX,27.7500,-107.6300
CAN,43.1833,-80.0500
AUS,-34.0000,144.6000
MEX,28.2000,-105.4300
IND,16.5500,79.6300
AUS,-32.2479,146.4856
MEX,26.0000,-107.1800
AUS,-33.7073,144.7667
AUS,-34.8269,139.0086
BRA,-22.3400,-44.5900
MEX,30.1200,-107.6300
CAN,49.2833,-121.9667
IND,16.4700,79.4300
AUS,-35.0247,138.8578
MEX,26.8200,-107.7000
AUS,-32.3333,145.7667
AUS,-34.9838,138.7179
AUS,-32.8667,145.8833
AUS,-35.2331,138.7669
MEX,27.5500,-105.4000
IND,16.0500,79.7500
CAN,49.2500,-122.8167
AUS,-34.5167,142.8833
AUS,-35.2500,138.5000
MEX,28.5300,-105.4200
CAN,43.9333,-79.8333
AUS,-34.7667,142.6167
AUS,-34.8333,138.7667
MEX,29.2000,-108.1000
SWE,59.6100,11.9300
BRA,-22.8300,-44.2000
MEX,28.2700,-105.4800
CAN,49.2000,-122.6167
AUS,-32.3167,146.0167
AUS,-35.0667,138.8667
SWE,59.6100,13.4800
CAN,43.9167,-79.8333
CAN,49.1500,-122.5500
AUS,-35.0500,138.7667
AUS,-33.0000,144.3500
MEX,29.6300,-108.2300
AUS,-35.0667,138.7333
CAN,49.1333,-121.9667
MEX,27.7000,-105.2200
MEX,31.3500,-106.4800
BRA,-22.4830,-44.0830
AUS,-35.3000,138.9833
CAN,43.3167,-79.8667
CAN,49.2167,-122.6000
AUS,-33.7667,144.4667
AUS,-35.0667,138.7167
MEX,28.9500,-107.8170
BRA,-22.5400,-44.1800
MEX,30.6170,-106.5170
CAN,49.2500,-122.5167
AUS,-35.5167,138.6667
AUS,-33.2833,144.4167
CAN,43.7167,-79.8667
IND,16.5500,79.5500
CAN,49.2000,-122.5500
AUS,-35.2183,138.7342
AUS,-33.3841,145.9589
MEX,28.8300,-105.1800
AUS,-34.9167,138.9000
CAN,43.8500,-80.0833
CAN,49.2500,-122.6167
MEX,27.0200,-107.7500
AUS,-34.9482,138.8071
MEX,26.7500,-104.3500
AUS,-33.1492,144.4768
DZA,28.0500,9.6331
CAN,49.2667,-122.5667
MEX,26.1000,-106.9700
AUS,-34.7800,138.7450
IND,15.5800,80.2200
AUS,-33.1898,145.3067
MEX,30.3670,-107.9500
AUS,-34.9423,138.7270
IND,15.9200,80.6700
CAN,43.9500,-79.4000
MEX,25.2800,-103.7500
AUS,-33.5160,144.7651
AUS,-35.5544,138.5997
MEX,25.5330,-103.5170
IND,16.3000,80.4500
AUS,-35.2167,138.8167
AUS,-32.3000,147.7000
CAN,49.3000,-122.5833
AUS,-34.8067,138.7552
AUS,-33.4000,147.6000
SWE,59.6100,14.1900
AUS,-32.9175,148.0932
AUS,-34.8506,138.7742
CAN,44.0167,-79.4667
BRA,-22.5800,-44.2700
AUS,-33.3667,147.7000
MEX,24.7800,-103.6700
AUS,-33.1074,147.8008
AUS,-35.3001,138.6415
IND,16.4200,80.5800
BRA,-22.3300,-44.4000
CAN,49.3000,-122.5500
MEX,24.9500,-106.2800
AUS,-34.9689,138.7133
AUS,-33.8000,146.9667
IND,15.9800,80.4200
AUS,-34.9710,138.7042
MEX,23.9500,-104.7300
CAN,43.9833,-79.4667
CAN,49.1667,-122.2500
AUS,-35.5181,138.2150
MEX,23.7800,-105.3700
AUS,-32.8000,147.0000
IND,16.3800,80.1300
AUS,-33.1624,147.2846
BRA,-22.3300,-44.5400
MEX,24.4700,-104.3000
AUS,-32.7750,147.8620
IND,15.9700,80.3800
MEX,25.9300,-105.9700
AUS,-34.9392,139.0697
MEX,25.2300,-104.1200
AUS,-32.6000,148.1000
CAN,44.0167,-79.4500
IND,16.2300,80.6500
SWE,59.6200,12.9800
AUS,-33.5159,147.2541
AUS,-35.4833,138.7167
IND,16.0300,80.8500
MEX,25.1800,-104.5300
CAN,49.3833,-121.9333
AUS,-35.6050,138.1067
AUS,-32.1266,147.4067
IND,16.0500,80.5500
AUS,-35.5333,138.1833
MEX,24.2700,-103.5000
AUS,-32.6500,147.4000
CAN,44.0500,-79.3000
SWE,59.6200,13.7500
MEX,25.5200,-104.3000
IND,15.8200,80.8800
AUS,-32.9000,147.1000
AUS,-33.0818,147.1524
IND,16.2300,80.0500
CAN,44.1500,-77.4000
MEX,20.4500,-101.5300
SWE,59.6200,16.5500
AUS,-33.0500,147.7000
AUS,-35.5718,138.2440
IND,15.8800,80.9000
MEX,20.6800,-101.3500
AUS,-32.9744,148.0632
CAN,44.1667,-77.3667
MEX,20.6800,-101.8500
SWE,59.6200,17.6664
BRA,-22.1200,-44.8400
CAN,49.3833,-123.1833
AUS,-33.9382,147.1962
CAN,44.1667,-77.3500
AUS,-35.0221,138.7344
AUS,-32.2884,147.6671
IND,15.9000,80.4700
CAN,49.4167,-123.2333
MEX,21.2200,-100.5000
IND,16.3200,80.6300
BRA,-22.0000,-44.3500
AUS,-32.9000,147.1000
AUS,-35.2158,138.7014
MEX,21.4700,-100.8700
CAN,49.0000,-122.2167
IND,16.1700,80.6700
AUS,-33.2882,147.5364
SWE,59.6300,13.5700
MEX,21.1200,-101.6800
AUS,-35.2167,138.6667
CAN,49.0333,-122.2000
BRA,-22.1300,-44.4100
AUS,-32.2000,147.9000
CAN,44.1000,-78.8333
IND,16.0000,80.5800
AUS,-33.7000,147.4000
MEX,18.3300,-99.3500
BRA,-22.2700,-44.8700
IND,16.5800,80.1700
AUS,-34.6805,138.8561
AUS,-32.6500,147.0000
MEX,17.9000,-101.7800
BRA,-22.3800,-44.9700
AUS,-34.8500,138.7000
IND,16.3300,80.5800
SWE,59.6400,15.4200
CAN,43.9833,-77.2167
AUS,-32.2500,147.1167
IND,16.1700,80.7500
SWE,59.6400,17.0700
AUS,-33.0000,147.4000
MEX,18.4200,-99.5200
IND,16.0800,80.7500
CAN,43.9833,-77.2500
AUS,-35.1802,139.0239
AUS,-32.9167,147.0667
MEX,19.7200,-98.4500
AUS,-35.4123,138.5751
IND,16.2500,80.6700
AUS,-33.2000,147.4000
MEX,19.8500,-98.9500
AUS,-32.9018,147.5224
AUS,-35.4428,138.5444
IND,16.2500,80.5800
SWE,59.6400,14.8900
CAN,43.8833,-79.7333
MEX,20.2300,-99.2000
AUS,-32.3000,146.5833
AUS,-35.5288,138.8067
MEX,19.8200,-98.4800
IND,16.1200,80.4700
MEX,19.8700,-98.8200
IND,17.6300,78.4800
SWE,59.6500,14.2800
CAN,49.3833,-122.8833
MEX,20.1800,-99.2500
IND,17.4500,78.4700
MEX,20.5700,-102.5200
MEX,20.9500,-103.0500
AUS,-32.8000,146.7000
AUS,-34.8167,138.8500
AUS,-32.7235,148.1902
MEX,20.3000,-103.2000
IND,17.2300,77.5800
AUS,-35.0678,138.6097
IND,17.3800,78.4700
AUS,-32.6167,147.9333
MEX,20.7200,-103.3800
AUS,-34.9516,138.8754
CAN,43.8667,-78.6500
AUS,-32.3333,147.4000
AUS,-35.1062,138.4917
MEX,20.7300,-105.1500
AUS,-32.0154,147.4280
CAN,43.9167,-78.6667
AUS,-32.2435,147.3545
AUS,-35.1667,138.6167
CAN,49.3333,-122.9167
MEX,20.5200,-104.8200
IND,17.4300,78.1700
AUS,-32.9233,147.7052
SWE,59.6500,16.8000
MEX,20.7000,-103.3800
AUS,-32.6309,147.5659
AUS,-35.4167,138.6500
MEX,20.8200,-102.7700
AUS,-35.1425,138.5200
AUS,-32.8000,146.8000
IND,17.4000,78.2200
MEX,19.4800,-99.2200
CAN,44.1000,-79.5000
SWE,59.6600,17.9500
AUS,-32.2167,147.5333
AUS,-35.4377,138.6398
CAN,49.3000,-122.8833
AUS,-33.6386,146.9739
MEX,19.5000,-98.8800
BRA,-22.0300,-44.1700
IND,17.3800,78.3200
AUS,-34.9878,138.6881
MEX,20.2700,-102.5800
AUS,-33.3833,146.9000
BRA,-22.1700,-44.6400
IND,17.3300,78.3700
CAN,49.0667,-122.7833
AUS,-34.6967,138.8150
MEX,19.9800,-102.2800
SWE,59.6600,17.6900
AUS,-33.6000,147.5000
MEX,20.3700,-102.0300
AUS,-35.4156,138.6764
AUS,-36.4431,145.2300
AUS,-32.2000,147.3500
BRA,-22.0500,-44.0800
SWE,59.6600,18.2700
IND,17.1700,77.8800
BRA,-22.2900,-44.9400
AUS,-36.4378,145.2672
CAN,49.0833,-123.0667
IND,17.5500,78.5200
BRA,-22.2000,-44.9700
AUS,-36.7167,144.7000
IND,17.4000,78.4700
MEX,19.9700,-102.5800
CAN,44.1167,-79.5333
AUS,-36.1634,145.8838
MEX,20.3500,-102.2800
CAN,49.0833,-123.0167
BRA,-22.2000,-44.4000
MEX,20.0000,-102.2800
AUS,-36.6000,144.9000
IND,17.3300,77.9200
MEX,18.8830,-99.2330
CAN,44.1167,-79.5000
CAN,49.0833,-123.0500
MEX,21.5700,-104.9700
AUS,-36.5333,145.0833
MEX,21.5300,-105.2800
IND,17.2000,78.6500
BRA,-22.6100,-45.6000
MEX,25.6000,-100.0000
SWE,59.6600,18.4200
IND,17.1700,78.1300
AUS,-36.6000,145.1000
MEX,25.9500,-100.1700
AUS,-35.0216,138.6097
IND,18.8000,78.9300
AUS,-36.1569,146.0125
AUS,-35.2333,138.5167
MEX,25.7300,-99.2500
IND,18.4200,79.1500
AUS,-36.2000,145.7000
AUS,-35.4167,138.7167
CAN,44.0333,-79.6000
AUS,-34.9784,138.7088
CAN,49.0667,-123.1167
IND,18.3800,78.8200
AUS,-36.0281,146.0044
BRA,-22.9600,-44.0300
SWE,59.6600,14.1800
MEX,25.8000,-99.1800
AUS,-36.6022,143.9397
AUS,-35.0266,138.7133
IND,18.2200,79.4200
AUS,-35.1667,138.9333
MEX,25.9000,-99.4200
AUS,-36.4000,145.2667
BRA,-22.9400,-44.4000
IND,18.7670,79.4330
CAN,49.0833,-123.1000
AUS,-35.3889,138.8228
MEX,25.7000,-99.6300
AUS,-36.9000,144.3167
SWE,59.6700,12.5900
AUS,-35.0028,138.6635
MEX,25.2000,-99.8300
CAN,44.1000,-79.6000
BRA,-22.2500,-45.7100
AUS,-36.8000,144.5000
DZA,22.8000,5.4331
BRA,-22.6600,-45.0100
CAN,49.3500,-121.5833
CAN,44.1167,-79.5500
AUS,-36.5000,145.3000
CAN,49.1833,-122.5333
AUS,-34.9864,138.6361
IND,18.1700,77.7500
AUS,-37.0833,143.4833
SWE,59.6700,12.6400
AUS,-34.9931,138.6944
IND,18.6500,79.6700
CAN,49.0333,-122.6667
AUS,-36.2000,146.0833
IND,18.8700,78.5700
AUS,-35.5147,138.7989
CAN,49.0833,-122.6167
AUS,-36.0000,145.9000
AUS,-36.4500,144.9000
CAN,49.0500,-122.5833
CAN,44.0333,-79.6167
AUS,-34.7630,138.7765
IND,18.2800,78.5300
AUS,-34.9499,138.6866
AUS,-36.7000,144.4000
CAN,49.1500,-122.6500
IND,17.2000,80.3500
AUS,-34.9121,138.8730
AUS,-36.5000,143.5500
MEX,27.4500,-100.1200
CAN,49.1667,-122.5333
IND,18.3300,80.5500
AUS,-36.7500,143.9000
CAN,43.6833,-79.7167
AUS,-34.8944,138.8099
AUS,-33.9239,147.2048
AUS,-33.8486,146.8261
CAN,49.0667,-122.6667
AUS,-36.9000,144.2000
MEX,25.5500,-99.8500
AUS,-35.0068,138.8033
AUS,-32.5000,146.8000
SWE,59.6800,14.3200
BRA,-22.6900,-45.4800
CAN,49.1833,-122.6000
AUS,-34.9342,138.7467
AUS,-32.5667,146.7500
MEX,18.0200,-96.2800
AUS,-36.8000,144.8000
AUS,-34.9818,138.7083
CAN,43.7000,-79.7667
IND,17.2000,79.9000
CAN,49.0333,-122.5500
BRA,-22.6900,-45.7400
MEX,16.5800,-94.8200
DZA,35.7297,0.6500
IND,17.4700,80.5700
AUS,-36.6500,143.7000
AUS,-32.7500,147.0000
CAN,49.4500,-123.2333
IND,17.6700,80.9000
AUS,-35.3175,138.4636
SWE,59.7000,16.6600
CAN,49.2333,-122.6167
AUS,-33.2000,147.5000
AUS,-35.2111,138.5325
DZA,36.9700,7.7900
AUS,-36.9000,144.0000
CAN,43.7667,-79.8833
AUS,-32.3904,146.8874
AUS,-34.9913,138.6937
DZA,36.7800,3.0700
AUS,-32.5333,146.7833
AUS,-36.9167,144.3167
AUS,-34.9750,138.6724
DZA,36.8000,3.0300
SWE,59.7000,16.2197
CAN,49.1000,-122.3000
DZA,36.8000,3.0400
CAN,49.0667,-122.4000
IND,18.2500,80.2300
AUS,-33.0664,147.2283
CAN,43.6667,-79.7000
SWE,59.7000,16.0597
AUS,-36.2500,145.3833
AUS,-35.5695,138.2864
AUS,-32.2833,146.7000
CAN,49.2167,-122.5000
AUS,-35.2276,138.5366
IND,17.1500,79.9800
AUS,-36.5000,145.3000
AUS,-33.1032,146.8470
DZA,36.7200,4.0500
AUS,-33.2833,147.3833
CAN,49.1333,-122.6167
AUS,-34.7863,138.8651
CAN,44.0667,-77.7333
AUS,-36.8000,144.0000
AUS,-32.1222,147.6167
DZA,36.6300,4.2000
MEX,16.4670,-95.1000
CAN,49.1333,-122.3333
AUS,-36.1500,145.7000
AUS,-32.3000,147.0000
MEX,16.4300,-95.0300
IND,18.0800,80.8200
CAN,43.6167,-79.6000
MEX,16.7200,-95.0000
CAN,49.1500,-122.2667
AUS,-33.5833,146.9833
AUS,-36.3000,145.8500
SWE,59.7000,12.1500
MEX,18.2500,-96.4000
AUS,-34.7253,138.9273
IND,17.5500,80.6300
CAN,43.6000,-80.0500
AUS,-32.9000,147.1000
BRA,-22.7830,-45.2000
MEX,17.8800,-96.5300
AUS,-33.6333,147.3667
CAN,49.1833,-123.0833
MEX,17.1800,-95.1300
IND,17.2200,80.9000
AUS,-34.8476,138.8751
SWE,59.7100,14.5300
IND,17.6000,80.3300
AUS,-33.4667,146.9167
BRA,-22.9100,-45.4700
IND,17.5800,80.7000
SWE,59.7100,16.4400
CAN,43.9167,-79.1167
AUS,-33.4667,147.4667
AUS,-34.7595,138.9341
IND,17.8300,80.9000
AUS,-32.5500,148.3500
IND,16.9200,80.3700
AUS,-33.7000,147.4000
IND,17.2500,80.1500
DZA,36.7500,5.1000
BRA,-23.0000,-45.0400
AUS,-34.7742,139.0062
AUS,-33.7000,147.4833
SWE,59.7200,13.9200
AUS,-37.1000,143.6000
MEX,19.8000,-97.9500
IND,17.6300,80.8700
AUS,-32.2167,147.0333
DZA,36.3697,6.6200
IND,16.0300,80.9200
BRA,-22.9500,-45.5300
SWE,59.7200,14.1700
IND,16.4300,80.9800
CAN,44.0333,-78.8000
MEX,19.9300,-97.4200
AUS,-32.6000,147.0000
AUS,-36.5500,145.3000
AUS,-34.8713,138.9058
IND,16.5500,80.8000
BRA,-22.5100,-45.2900
MEX,20.0800,-97.4000
AUS,-33.6000,147.8000
AUS,-34.9833,138.7317
BRA,-22.2100,-45.2700
MEX,19.7800,-97.7700
AUS,-36.8465,144.5273
IND,16.8000,80.8700
DZA,36.1700,1.3400
AUS,-35.1586,138.5057
AUS,-32.6000,147.8000
MEX,18.5200,-98.5700
CAN,43.3500,-79.8000
AUS,-36.3608,145.4594
BRA,-22.4100,-45.7900
AUS,-32.1833,147.3833
IND,16.5200,80.6200
SWE,59.7200,19.0000
MEX,19.9200,-97.6000
AUS,-32.0000,147.5000
AUS,-35.1712,138.6783
BRA,-22.3000,-45.3800
AUS,-36.8589,143.7297
MEX,19.6200,-97.8200
SWE,59.7200,17.8097
IND,16.8800,80.1000
AUS,-32.3667,146.7833
MEX,18.0300,-98.7000
CAN,43.3333,-79.8000
AUS,-36.8639,144.3221
BRA,-22.4700,-45.6200
AUS,-34.6209,138.8402
IND,16.7830,80.2830
MEX,20.1800,-97.6800
AUS,-32.2000,146.6000
AUS,-36.2567,146.0433
IND,17.1200,80.6200
CAN,43.3667,-79.7333
MEX,19.8500,-97.3200
SWE,59.7300,19.0700
AUS,-32.6000,146.9000
AUS,-36.8333,144.2333
CAN,49.4333,-122.9500
MEX,19.8500,-97.5300
AUS,-32.2000,147.3000
IND,16.3300,81.3300
AUS,-32.6167,147.5667
BRA,-22.5200,-45.3700
DZA,36.1800,5.4000
AUS,-36.5692,144.0739
AUS,-35.6094,138.5611
MEX,18.2000,-98.2500
AUS,-33.8333,146.8333
CAN,49.2167,-122.9333
MEX,19.9500,-97.4300
CAN,43.3500,-79.8167
AUS,-36.7446,143.6788
AUS,-35.0012,138.6200
SWE,59.7400,13.2100
IND,16.2300,81.1800
MEX,18.5000,-97.4170
AUS,-33.6667,147.2000
BRA,-22.4300,-45.4500
AUS,-36.5486,143.6958
AUS,-34.9847,138.7404
MEX,19.8200,-97.3500
IND,16.2000,81.1500
AUS,-33.4000,147.7000
CAN,49.2167,-122.9000
BRA,-22.0500,-45.7000
CAN,43.3000,-79.8000
MEX,20.1800,-98.0500
IND,16.5500,81.2000
AUS,-32.6000,147.1000
AUS,-34.8856,138.7562
IND,16.5330,80.8000
CAN,49.2167,-122.9167
AUS,-36.8645,143.9784
BRA,-22.0300,-45.8300
AUS,-33.6000,147.0000
MEX,19.9500,-98.0800
AUS,-34.9940,138.8522
AUS,-32.2833,148.4333
CAN,43.3167,-79.8000
IND,17.0000,80.1700
CAN,49.2167,-122.9333
BRA,-22.2400,-45.9300
AUS,-33.2000,147.6000
AUS,-35.5194,138.8177
AUS,-36.9000,144.0833
IND,16.8300,80.4200
MEX,18.3000,-88.6200
SWE,59.7500,14.9900
AUS,-34.8757,138.7103
AUS,-33.7833,146.9500
BRA,-22.2500,-45.4800
AUS,-36.4475,144.7611
CAN,49.2833,-122.9500
CAN,43.3333,-79.8333
AUS,-35.3159,138.6218
MEX,19.7000,-87.9000
IND,16.9200,80.8300
AUS,-35.2564,138.4836
CAN,49.2000,-122.0333
DZA,35.7700,0.8000
AUS,-33.7833,146.9500
BRA,-22.3400,-45.0900
AUS,-34.9792,138.7075
CAN,43.6167,-79.6000
IND,16.2500,80.9200
AUS,-36.5901,145.3118
MEX,21.1200,-87.5000
AUS,-32.4006,147.7348
SWE,59.7500,17.0700
AUS,-36.8167,144.7333
MEX,20.8300,-86.9000
AUS,-32.9000,148.0000
SWE,59.7500,18.3500
AUS,-36.7167,144.2500
CAN,43.8667,-79.9333
CAN,49.3667,-123.1000
AUS,-32.5833,146.8167
IND,16.5000,80.2500
AUS,-34.6369,139.0242
BRA,-22.1000,-45.0170
AUS,-32.5333,147.4667
AUS,-36.0000,145.7500
MEX,20.2300,-88.1700
SWE,59.7500,14.2400
DZA,35.4200,8.1197
CAN,43.9333,-79.9500
IND,16.4200,80.7700
AUS,-35.1128,138.7863
AUS,-32.5500,148.0000
AUS,-36.7682,143.9866
MEX,19.6700,-88.7000
CAN,49.3500,-123.1167
AUS,-34.9113,138.7595
IND,16.3200,80.7500
CAN,43.8500,-80.0000
AUS,-32.5500,148.2333
AUS,-36.3500,146.0667
MEX,23.1300,-101.1200
AUS,-34.9695,138.7410
BRA,-22.6300,-45.8300
AUS,-32.5167,147.7833
IND,16.5500,81.3300
MEX,21.4300,-98.9000
AUS,-36.1667,145.8000
AUS,-32.0667,147.4500
AUS,-36.1000,145.9333
CAN,49.3167,-123.0833
IND,16.2500,81.0300
AUS,-35.2078,138.6496
MEX,22.6000,-99.4300
AUS,-34.9161,138.8991
IND,16.3300,81.0800
CAN,44.0500,-78.2167
AUS,-32.3333,146.7667
AUS,-36.4333,145.1333
MEX,21.8200,-98.9800
IND,16.0000,81.0000
AUS,-32.5667,148.0333
CAN,49.3333,-123.1167
AUS,-35.1296,138.6819
AUS,-36.4833,145.1667
AUS,-32.3000,147.4833
SWE,59.7500,15.6700
IND,16.0300,80.9700
MEX,26.3500,-108.4800
AUS,-33.7167,147.1667
AUS,-36.3667,145.7167
AUS,-35.0632,138.7636
CAN,44.1000,-78.3833
AUS,-31.8720,146.4693
AUS,-36.6667,144.8167
MEX,26.7330,-108.2830
AUS,-35.0823,138.7276
IND,16.8500,80.3300
AUS,-32.5000,147.1667
SWE,59.7700,18.6500
AUS,-36.6667,144.8833
MEX,26.3300,-108.6200
CAN,44.0667,-78.5000
IND,16.9000,80.2700
AUS,-34.7539,138.7191
CAN,49.3667,-123.0833
AUS,-32.8667,146.7000
AUS,-36.4344,145.2278
AUS,-35.0302,138.5878
MEX,25.9000,-108.0200
BRA,-22.3800,-45.4500
IND,16.4700,80.8000
AUS,-33.0833,147.1500
MEX,25.4800,-107.9200
AUS,-33.9380,147.1901
AUS,-36.6284,144.8726
IND,16.6200,80.9800
MEX,24.8000,-107.1500
CAN,49.3500,-123.0833
AUS,-32.9167,147.9500
AUS,-34.3000,140.9333
CAN,44.3000,-77.8000
MEX,25.3700,-107.5500
AUS,-36.4556,146.0239
IND,16.1200,80.8800
AUS,-32.8983,147.7817
AUS,-36.4717,146.1367
AUS,-33.0833,147.4833
AUS,-34.2591,140.4708
IND,16.1500,81.1700
MEX,29.2000,-109.2500
AUS,-32.7333,147.9833
AUS,-36.8093,144.6203
AUS,-34.2833,140.6000
MEX,28.9700,-109.6300
AUS,-32.5724,147.2162
CAN,49.3667,-123.0333
IND,16.0000,80.8700
AUS,-36.0967,146.2200
AUS,-34.1658,140.7541
AUS,-33.5000,147.3500
IND,16.2000,81.0700
BRA,-22.5700,-45.8800
CAN,43.8000,-79.8667
AUS,-36.5886,145.0198
CAN,49.3500,-123.0333
IND,16.5300,81.1500
MEX,29.2300,-110.7200
AUS,-32.6358,148.0580
IND,16.3700,81.1300
AUS,-36.8444,144.2444
AUS,-34.0167,140.8333
MEX,28.9700,-108.7200
CAN,49.3500,-123.0833
AUS,-32.4333,146.6000
AUS,-37.0382,143.4812
MEX,27.0500,-109.0200
AUS,-32.0385,147.1908
AUS,-36.7395,144.3266
AUS,-32.2752,147.6195
CAN,49.3167,-123.1167
AUS,-36.0294,146.0306
CAN,43.4667,-79.9333
AUS,-32.7833,147.9333
AUS,-34.2500,140.4067
MEX,29.3300,-108.9200
AUS,-36.4289,145.3947
AUS,-32.8570,148.2577
MEX,30.0500,-111.0200
IND,16.0000,80.0000
AUS,-36.7383,144.2550
AUS,-32.9294,148.3017
CAN,49.3500,-123.0667
MEX,27.5200,-109.2500
AUS,-32.8952,148.2811
AUS,-36.8867,143.5022
MEX,32.1300,-114.9200
IND,15.8000,78.0670
CAN,49.3000,-123.0167
MEX,29.0500,-109.2300
CAN,44.1167,-77.8833
AUS,-32.9000,147.2000
AUS,-36.1135,146.6841
IND,15.1500,78.5200
BRA,-22.1200,-45.9200
AUS,-32.9365,148.2452
MEX,28.5800,-109.5700
AUS,-36.3702,146.7132
MEX,27.2000,-109.2000
CAN,49.3500,-123.0667
IND,15.5000,78.5000
AUS,-32.7500,146.6500
SWE,59.7500,19.4100
AUS,-34.2233,140.3422
MEX,28.8200,-111.9500
AUS,-36.5483,145.9703
AUS,-32.9433,148.2833
IND,15.7800,77.4800
MEX,27.5200,-109.2500
AUS,-34.4528,140.5681
CAN,49.3500,-123.0333
AUS,-33.2833,147.3833
AUS,-34.2579,140.6478
IND,15.2200,78.1300
AUS,-33.9000,147.2000
BRA,-22.3500,-45.8500
MEX,17.4300,-91.5200
AUS,-36.6500,146.0000
AUS,-32.7500,148.0667
MEX,17.6000,-92.8300
IND,15.6300,77.2800
CAN,44.0667,-79.3667
CAN,49.3167,-123.1167
AUS,-32.3108,146.6723
AUS,-34.2333,140.5500
IND,15.2500,78.3200
BRA,-22.4100,-45.2200
AUS,-32.9333,147.6833
CAN,49.3167,-122.9500
IND,15.3800,77.2300
AUS,-33.4333,146.8333
BRA,-22.3100,-45.3700
MEX,17.7700,-92.5800
CAN,44.0833,-78.0667
AUS,-36.6667,145.9667
IND,15.8700,77.2500
CAN,49.4333,-122.5167
AUS,-32.6500,146.9333
AUS,-34.2918,140.3632
AUS,-36.1000,147.1000
CAN,44.4000,-76.9000
MEX,18.0200,-93.2700
SWE,59.7700,12.3300
CAN,49.2167,-122.7167
AUS,-32.6000,147.7500
AUS,-36.2222,146.2831
IND,15.3300,78.2300
CAN,43.7500,-79.9333
BRA,-22.7100,-46.7800
CAN,49.2000,-122.6833
AUS,-33.8667,147.0500
IND,15.8800,78.5800
AUS,-36.0000,147.5500
AUS,-34.5833,140.8333
MEX,24.1000,-99.1300
AUS,-32.0333,146.8500
CAN,43.2833,-80.0167
AUS,-34.1479,140.3256
CAN,49.2333,-122.6833
AUS,-31.9500,146.4833
MEX,24.2500,-99.4300
AUS,-36.4552,147.4318
AUS,-33.4001,147.7741
MEX,23.4000,-99.3700
AUS,-36.6085,146.5371
AUS,-33.0682,147.2133
AUS,-36.1491,146.6106
AUS,-32.7519,147.5904
IND,15.4000,77.8700
AUS,-34.4442,140.4958
AUS,-36.2003,147.8956
MEX,24.0000,-98.7800
AUS,-32.5613,148.3353
